101	6u9cNKUM2qs	00:04:55	ОН	Ну, тіпа, не думали, шо ви погано питання задаєте, чи ще шось. Просто нам здалося, шо ці питання мають бути десь у цьому от відділі. Короче, було питання наступне, тіпа,… Боже, як її звуть, оцю подругу? Зараз, секунду, треба, щоб не, цей во… Не втратити контекст.
102	6u9cNKUM2qs	00:04:55	ОН	О, я згадав, короче. 
105	6u9cNKUM2qs	00:05:23	ВС	Наконєц-то
108	6u9cNKUM2qs	00:05:24	ОН	Чи генеральний штаб розглядав вигрести Кабаєву і обміняти її на захисників Маріуполя?
111	6u9cNKUM2qs	00:05:32	Т	Ні, не розглядав
114	6u9cNKUM2qs	00:05:35	ОН	А чому?
117	6u9cNKUM2qs	00:05:38	Т	Це серйозне питання?
120	6u9cNKUM2qs	00:05:40	ОН	А, ну, так, це ж серйозно нам задають такі питання.
123	6u9cNKUM2qs	00:05:44	Т	А, ну, я думаю, що генеральний штаб міг планувати в окремому супер-секретному відділі стратегічних операцій викрадення когось найближчого коло Путіна, з його бункера, для того щоб потім його обміняти на когось. Але я ніколи не чув, що в цьому списку могла буть вказана вами особа.
126	6u9cNKUM2qs	00:06:09	ВС	Викрадення дітей з бункеру?
129	6u9cNKUM2qs	00:06:12	Т	Е, ні, ні, ні. З дітьми це не викрадення. Це повернення їх з тяжкої неволі і рабства, сексуального рабства, навіть так скажімо.
132	6u9cNKUM2qs	00:06:22	ПА	Це Кіднепінг, тільки навпаки.
135	6u9cNKUM2qs	00:06:30	ВС	А…
138	6u9cNKUM2qs	00:06:30	ОН	Пан Валерій, давай по-черзі.
141	6u9cNKUM2qs	00:06:32	ВС	Да, давай. А, тут блок питань. А, суть така: чи можна роздовбаним до 155-міліметрового калібру 152-м калібром стріляти %%% 150-міліметровими…, 155-міліметровими снарядами, вибачте мені %%%?
144	6u9cNKUM2qs	00:06:54	Т	Ну, дивіться, один раз можна спробувать, один раз можна спробувать…
147	6u9cNKUM2qs	00:07:02	ОН	Це дуже лаконічно, але дякую. Е, ще давай таке, дуже теоретичне питання. Якби українці мали на руках стільки зброї, як американці, то як би був перебіг цієї війни, якшо ти можеш, и…
150	6u9cNKUM2qs	00:07:17	Т	Її б не було.
153	6u9cNKUM2qs	00:07:19	ОН	Думаєш?
156	6u9cNKUM2qs	00:07:20	Т	Нє, ну якби ми хоча би три роки нормально працювали на підготовку до цієї війни, її б не було. Якби ми хоча би рік хоча би працювали на підготовку до цієї війни, її б не було. Тому це питання не тому, мабуть. Всьої американської зброї, чи ще чогось. Навіть той бюджет, який ми мали, ми активно не використовували, і як наслідок маємо те, що маємо.
159	6u9cNKUM2qs	00:07:47	ВС	Чи можна розбити ракету з автомату?
162	6u9cNKUM2qs	00:07:50	Т	Ракету з автомату? Щас я подумаю. Та нє. Ну, типу, яку ракету?
165	6u9cNKUM2qs	00:08:02	ВС	Тут задано просто ракету, а далі в мене було про, я не пам’ятаю, шо саме, але %%% скоректується
168	6u9cNKUM2qs	00:08:08	Т	Дивіться, якщо по вам %%% летить ракета, а ви берете автомат со ствол, і так по ній прикладом, %%% по летючій ракеті, знаєте, як ото %%%? 
169	6u9cNKUM2qs	00:08:08	Т	Як близько
170	6u9cNKUM2qs	00:08:08	Т	. То я не думаю, що можна збить ракету автоматом.
173	6u9cNKUM2qs	00:08:19	ОН	Я думаю, я думаю, я думаю, шо це, тіпа, вважається, поняв, летить от крилата ракета, ти її бачиш і починаєш стріляти з неї автоматом.
176	6u9cNKUM2qs	00:08:32	Т	Нє
179	6u9cNKUM2qs	00:08:37	ОН	А, ок, давай наступний
182	6u9cNKUM2qs	00:08:38	ВС	То ти 
183	6u9cNKUM2qs	00:08:38	ВС	знов
184	6u9cNKUM2qs	00:08:38	ВС	 всіх зам’ютив, да?
187	6u9cNKUM2qs	00:08:40	ОН	Да, та це я, да, випадково.
190	6u9cNKUM2qs	00:08:42	ВС	Зараз, просто тут і, крім автомату, чи можна збити крилату ракету звичайною мисливською рушницею, і, наприклад, дробом до 
191	6u9cNKUM2qs	00:08:42	ВС	качки
192	6u9cNKUM2qs	00:08:42	ВС	? Якщо так, то чи єсь якісь підтверджені випадки?
195	6u9cNKUM2qs	00:08:54	Т	Ще раз, підтверджені випадки чого?
198	6u9cNKUM2qs	00:08:56	ВС	Збиття крилатої ракети з мисливської рушниці з дробом на качку
201	6u9cNKUM2qs	00:09:01	Т	А, ну, хіба з картєчі. Я думаю, десь %%% тер… тер… тероборона могла б подавати таку інформацію про готовність збивати і навіть підтверджені результати випробовувань
204	6u9cNKUM2qs	00:09:14	ОН	Е, дивись, є ще таке, ту… теж дуже класне, насправді теоретичне, питання. Чи є можливість відправити до Росії нашого снайпера або місцевого снайпера, який там в Росії, шоб застрелити Путіна на якомусь публічному заході?
207	6u9cNKUM2qs	00:09:31	Т	Так кожного тижня відправляємо, от, все, ждем тепер результату. Я думаю, хороша історія, щоб ініціювати збір коштів на подібний проект.
210	6u9cNKUM2qs	00:09:43	ВС	Угу. От… А, тут, насправді, питання непогане, але мені подобається форма: «Чому хамери не постачаються тисячами?».
213	6u9cNKUM2qs	00:09:52	Т	Постачаються
216	6u9cNKUM2qs	00:09:53	ВС	Ага. Ну, це, це, це в середньому…
219	6u9cNKUM2qs	00:09:55	Т	Ну, точніше, ні, але да. 200 зараз і 1000, здається, до кінця року. Але все одно, ну, тобто ми тут на кожній зустрічі,… хамери – це одна з тої техніки, яку ми, там, кожного разу повторюємо.
222	6u9cNKUM2qs	00:10:12	ОН	Ще таке гіпотетичне питання: «Чим нам Ф16 краще за А10?».
225	6u9cNKUM2qs	00:10:19	Т	А, ого, даже шось нормальне. Тим, що нам потрібен багатоцільовий літак-винищувач, який може наносити удари по всіх цілях. А «А10» – вузькоспеціалізована машина. Хоч і хороша, але вузькоспеціалізована. І ми не можем собі дозволити таку розкіш, як мати багато різних літаків. Ну, тобто, це можливий варіант, але він дуже поганий для нас.
228	6u9cNKUM2qs	00:10:43	ВС	От, насправді, просто, там спочатку: «Чим Ф16 краще за А10?», а піс…, одразу після того: «Що відомо про моряків Москви?». Ну, це теж старе питання.
231	6u9cNKUM2qs	00:10:54	Т	Вони, певно, десь потонули.
233	6u9cNKUM2qs	00:10:54	ВС	От…
235	6u9cNKUM2qs	00:10:54	ОН	Ще є, короче, класне питання. Чи варто і чи є сенс випадково, власне, в лапках, знищити газопровід, який іде через нас до країни Європейського Союзу?
237	6u9cNKUM2qs	00:10:54	Т	Я не певен, що це позитивно сприйметься в світі і це те, чим ми маєм займатися.
240	6u9cNKUM2qs	00:11:22	ВС	Чи може Росія непомітно перекинути в Чорне море підводні човни через Босфор?
243	6u9cNKUM2qs	00:11:33	ПА	Непомітно для кого – для турків, які контролюють Босфор і Дарданелли?
245	6u9cNKUM2qs	00:11:33	ОН	Я думаю, шо, тіпа, для всіх, крім турків і нас.
248	6u9cNKUM2qs	00:11:45	ПА	М, ні. Бо, окрім візуального контролю, є така історія, як підводні бурії, які контролюють підводний простір, скажімо так.
251	6u9cNKUM2qs	00:11:59	Т	Дивіться, в цьому немає потреби, бо на Чорному морі їх є достатньо. І Чорне море – це така велика калюжа, де їм особливо нема, що робить, враховуючи, що в України немає плоту, який їм треба топить. А наносить удари калібрами можна і не з підводних човнів, а з будь-якої, там, сухопутної пускової устаноки. Тому це, ну, глибоко теоретично можливо, але потреби в цьому немає.
254	6u9cNKUM2qs	00:12:27	ОН	А… дивись, от нам якраз, здається, вчора, а, може, позавчора, була інфа, шо нам передадуть оцей від Бостон-Дайнемікс, оцього робота. І тут у нас є якраз пов’язане питання: «Що ти думаєш з приводу застосування цих роботів?».
257	6u9cNKUM2qs	00:12:44	Т	И, нічо не думаю. Всі такі суперскладні технології потребують реальної обкатки, тільки тоді, можливо, буде з них якийсь толк. Як показує кожна велика війна, нормальна, працюють тільки такі перевірені, прості, рішення. 
259	6u9cNKUM2qs	00:13:03	Т	Все, шо дуже сложне, заумне, зазвичай не працює або потребує величезних трудозатрат і дає, там, невеликий вихлоп назовні.
262	6u9cNKUM2qs	00:13:16	ВС	Угу. Далі питання, давайте, зай…, зараз буде з… трохи зоологічна поплава. От. По-перше, чи можна натренувати сокола-сапсана для боротьби з ворожими дронами?
265	6u9cNKUM2qs	00:13:29	Т	Ого, ого. Поняття не маю. Мені шкода птахів, тому я не вписуюся в такі історії.
268	6u9cNKUM2qs	00:13:40	ВС	А друге ще краще: «Як ви ставитеся до ідеї – скидувати бджоли-сім’ї з безпілотників на позиції противника? Вони легкі – 1 кг - 10 000 бджіл і зроблять неможливими перебування противника на позиції приблизно на тиждень.
271	6u9cNKUM2qs	00:13:54	Т	Е, наш аналітичний відділ колись готував, е, аналітичну записку для збройних сил і українського – Укроборонпрому – про те, що ми мали б поставити бджіл, як одним з елементів стратегічних неядерних сил стримування, е, на рівні кожної роти безакомобільни десантно-штурмових військ, морської піхоти…
273	6u9cNKUM2qs	00:14:17	Т	…І спеціально розроблені маленькі вулики для ССО, в яких мікросім’ї, але суперпідготовлені і агресивні - для того, шоб закидувати їх в глибокий тил, е, окупаційним військоми
276	6u9cNKUM2qs	00:14:32	ПА	Маю додати, шо там ще було про, е, бж… бджіл-спецпризначенців… А…
279	6u9cNKUM2qs	00:14:38	Т	Так, і про пацюків-всюдиходів
282	6u9cNKUM2qs	00:14:40	ПА	Тактічно
284	6u9cNKUM2qs	00:14:40	Т	Ті, які можуть пересуватися вдень, вночі, зимою, під водою і навіть під землею. При чом я топив найбільше за пацюків.
287	6u9cNKUM2qs	00:14:52	ОН	Є ше таке, теж мені дуже подобається, питання. А,
288	6u9cNKUM2qs	00:14:52	ОН	«Будівельна галузь в Україні стоїть і тому, чи доцільно зробити велике будівництво на кордоні з Білорусією і Росією на зразок лінії Маннергейму, глибиною 30 км?»
291	6u9cNKUM2qs	00:15:09	Т	Ні, тому шо почитайте історію Другої світової війни, і як воно все там спрацювало, в контексті Франції - лінії Мажино. Я якраз про таку читав, читаю, ніяк не доб’ю, Манштейна, і там дуже цікаво це все теж описано. Тому сучасна війна – це повністю про мобільність і про маневр. Тому все, шо стаціонарне, воно, а, може мати сенс, але, и, але ні… І нам більш раціонально вкладатися в якісь, такі, мобільні історії
294	6u9cNKUM2qs	00:15:46	ВС	А, так, маю питання про «Байрактари». Ярославський Деніс, юрист Харківського проектного інституту, заявляє, що Байрактай є розробкою української компанії «Мотор Січ» та харківський машино-будівним, вний завод «ФЕД». Чи це правда?
297	6u9cNKUM2qs	00:16:02	Т	Ще раз. Що завод?
300	6u9cNKUM2qs	00:16:04	ВС	Е, «ФЕД».
303	6u9cNKUM2qs	00:16:05	Т	Так. А шо з ним?
306	6u9cNKUM2qs	00:16:07	ВС	Він розробив «Байрактар», згідно слів цього юриста
309	6u9cNKUM2qs	00:16:10	Т	А… А, ну так, да, канєшно. Ну, як би, весь світовий промисловий, оборонно-промисловий кластер тримається на дідах з українських заводів. Наприклад, от «Боїнг» розробляв свої літаки на «Антонові». А… «Airbus» - в Харкові, на заводі. А… Ну, тобто… Вся наша… наші, американські авіаносці будувалися колись в Миколаєві.
311	6u9cNKUM2qs	00:16:38	Т	Ну, там, ну от, весь світовий, сві…, сві… світовий АПК тримається виключно на українських інженерах, українських підприємствах з унікальною школою, яку просто на Заході не можуть ні відтворити, ні повторити, ні повторити, не навіть вкрасти. І в нас тут до війни тисячі шпигунів намагалися отримати доступ до всіх тих таємних напрацювань, але наша воєнізована охорона їх всіх відловлювала і нікого не допускала. Тому таємниці збережені. Держава може бути спокійною.
314	6u9cNKUM2qs	00:17:08	ОН	Бліна… А я думав, шо, тіпа, це десь в Чорному морі під водою, під Кримом, у нас була таємна база
317	6u9cNKUM2qs	00:17:17	Т	Нє, ну слухайте, ми ж серйозні, серйозні люди про серйозні теми говоримо. Ну які підводні бази? Ну, максимум, це тунелі в Карпатах і аеродром піді Львовом, підземний.
320	6u9cNKUM2qs	00:17:28	ОН	І метро у Львові, до речі, теж.
323	6u9cNKUM2qs	00:17:31	Т	Нє, ви смієтеся, але мені колись на повном сєрьозі напарювали, що у Львівській області є підземний аеродром.
326	6u9cNKUM2qs	00:17:38	ОН	Оце діло. Є ше, короче, таке, теж теоретичне, питання, чи дійсно в Російськой Федерації близько 1,5 тисячі різних бойових літаків? А якшо так, то чому вони всі не літять на нас?
329	6u9cNKUM2qs	00:17:55	Т	А, у них більше тисячі модернізованих або нових літальних апаратів з 2010-го року, це правда. А, 1500 – це може бути всього літальних апаратів. Це не, це не тіки літаки. Ну, то, точніше, не тіки бойові літаки, це ще й вертольоти, це ще й транспортні, і спеціального призначення можуть бути. А, чого не летять всі відразу?
331	6u9cNKUM2qs	00:18:15	Т	Ну, бо поки перший взлетить, е, чи там, останній взлетить, перший вже має сідать, бо треба мать стіки пілотів, треба мати стіки всього і, і, і, і, і. Е, тому воно так не працює. Але чому вони масово не застосовують свою авіацію в якихось, там, товарних кількостях для досягання превосходства в воздухі, переваги в повітрі, мені не зрозуміло.
333	6u9cNKUM2qs	00:18:41	Т	Ну, тому, ну як би, вони не дуже вміють воювати, на щастя, і поки шо паритет в повітрі тримаєтса, як то… Тримається. А ще, якщо ми, нарешті, почнемо якось просувати, просувати тему затриманням американських Ф16, то, я думаю, ситуація, як це, через, там, 1,5-2 роки буде покращуватися…
335	6u9cNKUM2qs	00:19:04	Т	… І ми вийдемо не тільки в якесь там стримування їх, але й в якийсь там паритет, а потім – в перевагу. Шо, давайте останнє питання, бо в мене зараз буде запис?
338	6u9cNKUM2qs	00:19:20	ОН	М, о, давай, ок. В мене є таке: «Шо з практичної точкої зору заважає Росії начхати на конвенцію Монтре і прорватися своїми кораблями через Босфор чи спробувати проплисти за торговими суднами?»
341	6u9cNKUM2qs	00:19:35	Т	Бо, по-перше, вони зіпсують стосунки з турками. По-друге, ну, а це ще гірше, напевно, чим почать війну з Україною, для них. А по-друге, бо нашо їм тут кораблі? Е, ну, це нічо їм не дасть. Чорне море потрібне було Росії для того, шоб з нього контролювати Середземне море і виходити в Світовий океан. Е, тобто воно не самодостатньо. Воно не треба саме по собі.
343	6u9cNKUM2qs	00:20:01	Т	Воно є інструментом для чогось більшого, для, п..., умовно, позицінування вектора сили в Середземному, Середземноморському регіоні, Близькому Сході і Африці. Сам по собі Чорноморський флот – він, ну, тіпа, це калюжа. Тут нема, шо робить. Тут нема якихось задач чи стратегічних цілей для нього. Зараз шо робить Чорноморський флот? Він з бази обстрілює Україну.
345	6u9cNKUM2qs	00:20:26	Т	Так це саме можна робить не з флота, а просто з трейлера, куди поставить той самий калібр. Це перший важливий момент. Другий важливий момент, шо, е, в нинішніх умовах Чорного моря, в нинішній рівень технологій, там, гідроакустики, безпілотники, авіації, протикорабельної зброї, а, ну, в ньому не виживає нічого, крім москітного флоту, який комбінований з іншими можливими, там, силами й засобами.
347	6u9cNKUM2qs	00:20:56	Т	Але москітний флот, ну, здорову людину, аля Марк шості, аля німецькі «Гепарди», з… ЗРК, системами, там, протидії, реву і т.д., і т.д. Які ховаються під своєю континентальну ПВО, під свій… свою авіацію і, і діє, там, за принципом москітного флоту. То єсть, вийшов, ударив і сховався. Це в когось шось шумить? Це не в мене. Це Олег їсть
350	6u9cNKUM2qs	00:21:22	ВС	Олежа, ти розм’ютився, щось їш
353	6u9cNKUM2qs	00:21:25	ОН	Я вибачаюсь. Хе-хе
356	6u9cNKUM2qs	00:21:27	Т	Їсти - не гріх, хе-хе…
359	6u9cNKUM2qs	00:21:30	ОН	Та я, мабуть, випадково, короче, просто пальцем натис. Тому шо, тіпа…
362	6u9cNKUM2qs	00:21:33	Т	Це не найгірше, шо могло відбутися, тому, ха-ха…
365	6u9cNKUM2qs	00:21:36	ОН	Я згоден. Всьо, ти виключаєшся?
368	6u9cNKUM2qs	00:21:37	Т	Ха-ха-ха-ха. Е… Да, да. Я вам дякую. Я побіг
371	6u9cNKUM2qs	00:21:42	ВС	Дякую дуже і вам, ваших…, вашій роботі
374	6u9cNKUM2qs	00:21:44	ОН	Тобі теж дякую!
377	6u9cNKUM2qs	00:21:48	Т	В потугах купити американську зброю, да %%%
380	6u9cNKUM2qs	00:21:50	ВС	Да
383	6u9cNKUM2qs	00:21:51	ОН	Да. Да, зараз, короче, будуть за тебе віддуватися твої хлопці.
386	6u9cNKUM2qs	00:21:53	ВС	Угу. Да. Хм, хм, хм
389	6u9cNKUM2qs	00:21:54	Т	Вони справляться, вони молодці.
392	6u9cNKUM2qs	00:21:55	ВС	Хм, хм, хм
395	6u9cNKUM2qs	00:21:56	ОН	Хм.
398	6u9cNKUM2qs	00:21:57	ПА	Дозвольте виконувати
401	6u9cNKUM2qs	00:21:59	ВС	Так-так. От. І одразу питання до пана Аноніма. Як часто використовуються арбалети в су… сучасній війні?
404	6u9cNKUM2qs	00:22:07	ПА	О-хо-хо-хо-хо. Е… Інколи
407	6u9cNKUM2qs	00:22:15	ВС	Це, насправді, не таке тупе питання. Просто воно, типу, з розряду, коли питають: «А використовується та чи інша гвинто… гвинтівка?». «Да, і шо?». От…
410	6u9cNKUM2qs	00:22:26	ОН	Є, короче, ще таке питання, дуже подобається мені. Чи розглядається, я так розумію, керівництвом або командуванням нашої армії, е, питання створення, н, на замовлення, там, якоїсь країні партії дронів, е, самогубців з кодовою назвою: «Бандера як ІПСО проти росіян»?
413	6u9cNKUM2qs	00:22:50	ПА	Хіба шо командуванням української добровольчої армії
416	6u9cNKUM2qs	00:22:56	ОН	Ти, як завжди, лаконічний, і мені це подобається, і іноді – ні.
419	6u9cNKUM2qs	00:23:02	ПА	Хм-гм-гм
422	6u9cNKUM2qs	00:23:02	ОН	Ха-ха-ха-ха
425	6u9cNKUM2qs	00:23:04	ВС	От. Мені дуже подобається це питання, бо воно передбачає від нас дуже виосоких компетенцій. «Чи оголосять росіяни загальну мобілізацію, якщо Україна почне наступ на Крим?»
428	6u9cNKUM2qs	00:23:18	ПА	Я думаю, шо вони йдуть до того, шоб оголосити часткову мобілізацію.
431	6u9cNKUM2qs	00:23:28	ОН	Е, ладно. Начальник розвідки, я сподіваюсь, шо ти хоча б шось там зможеш сказати і пофіг на твоїх сусідок. Так? Нє?
434	6u9cNKUM2qs	00:23:37	ACFE	Яких сусідок?
437	6u9cNKUM2qs	00:23:39	ОН	Ну, сусідів, не знаю, пенсіонерів
440	6u9cNKUM2qs	00:23:42	ACFE	Я можу тіки шо питати, нажаль
443	6u9cNKUM2qs	00:23:44	ОН	Ну, нам і таке згодиться. Дивись, є таке класне питання. Я думаю, воно тобі сподобається. Чи можна на порядок зменшити кількість або взагалі прибрати матюки у наших випусках?
446	6u9cNKUM2qs	00:23:58	ACFE	И…
449	6u9cNKUM2qs	00:23:58	ПА	Я вибачаюсь, ви шо?
452	6u9cNKUM2qs	00:24:02	ОН	Хе-хе-хе-хе
455	6u9cNKUM2qs	00:24:03	ACFE	Нє, ну, насправді, я про це думав, тіпа, можливо, так
458	6u9cNKUM2qs	00:24:13	ОН	Короче, там мотивація така, шо, тіпа, воно, е, звучить без потреби вульгарно і є ослакою слабкості та невеликого розуму, шо подібнює наш до рашистів.
461	6u9cNKUM2qs	00:24:27	ACFE	Отакої.
464	6u9cNKUM2qs	00:24:29	ВС	От. Е, Там, насправді, пропустив. О, є загальне питання. Чи запаслися Ви сіллю?
467	6u9cNKUM2qs	00:24:40	ПА	Повторіть, будь ласка. Бо я почув слово «весілля», а перше слово не почув
470	6u9cNKUM2qs	00:24:44	ВС	Та сіллю. Чи запаслися ви сіллю?
473	6u9cNKUM2qs	00:24:49	ПА	А-а… Сіллю… Ну, особисто я – ні.
476	6u9cNKUM2qs	00:24:56	ACFE	І я – ні
479	6u9cNKUM2qs	00:24:58	ОН	Короче, є таке ще класне питання, воно з часів потоплення крейсеру «Москва», і там написано таке: «Кажуть, нещодавно на пляж Одеси викинуло тактичну ядерну зброю з корабля «Москва». Чи відомо нам, вам, скіки кораблів, е, росіян, е, є носіями таких ракет?
482	6u9cNKUM2qs	00:25:25	ПА	М, в теорії всі ракетні крейсери, їх залишилось два, «Орлана» чи «Атланта»,  нє, «Атланти» - це «Москва» якраз була, а, «Варяг», м, а на Півночі у них хто? А не пам’ятаю, хто у них на Півночі. Короче, в теорії десь чотири. Якшо ми говорим тіки про крейсери, то, то п’ять. Бо їх так стіки і залишилось. А, стоп, стоп, стоп. Їх чотири корпуси було «Атлантів» побудовано, один з них «Україна», він же колишній «Адмірал» флота «Лобов». Один – «Москва», він же колишній «Слава», один «Варяг», на Тихому океані, і на Півночі…, а на Півночі я не пам’ятаю. Але тоже є.
485	6u9cNKUM2qs	00:26:27	ОН	Блін, ти такий серйозний, просто жесть. Хи-хи-хи-хи-хи. 
490	6u9cNKUM2qs	00:26:31	ОН	Ха-ха-ха-ха. Я вибачаюсь. Ум, кг, да. А, слухай, якшо ти таке серйозний, може, ти закінчиш свій анєгдот?
493	6u9cNKUM2qs	00:26:41	ПА	Ніт.
496	6u9cNKUM2qs	00:26:43	ОН	Ок, ок. Е, тоді для тебе або, може, в начальника %%%
499	6u9cNKUM2qs	00:26:48	ПА	Недостатньо ще чекали закінчення анєгдоту
502	6u9cNKUM2qs	00:26:51	ОН	Хе-хе-хе
505	6u9cNKUM2qs	00:26:52	ПА	Я обіцяю, ха, недостатньо цих двох місяців
508	6u9cNKUM2qs	00:26:54	ОН	Короче, є, є ще таке класне питання: «Чи доцільно використовувати знесені пам’ятники як цілі на полігонах для тренувань?»
511	6u9cNKUM2qs	00:27:06	ПА	Можливо, якщо це пам’ятники Леніну або ше комусь, то дуже, напевно, прікольно по ним стріляти. 
514	6u9cNKUM2qs	00:27:13	ОН	І що доцільніше?
517	6u9cNKUM2qs	00:27:14	ПА	Їх продавати на металобрухт
520	6u9cNKUM2qs	00:27:17	ACFE	Я би сказав, шо пам’ятником Леніна можна уєбать по Кримському мосту.
523	6u9cNKUM2qs	00:27:22	ПА	А якшо зібрати всі пам’ятники Леніна…
526	6u9cNKUM2qs	00:27:24	ACFE	Хо-хо-хо-хо-хо
529	6u9cNKUM2qs	00:27:24	ПА	… І зв’язати їх в купу…
532	6u9cNKUM2qs	00:27:29	ОН	Блін, у нас, до речі, було питання. І я не знаю, чи пан Валерій його сюди, е, засунув, але там шось було на кшталт: «Якшо прив’язати до «Точки У» «Нєптун», то чи пролетить «Точка У» далі, ніж %%% БЧ?»
535	6u9cNKUM2qs	00:27:42	ВС	Нє, нє, нє, то, то вже бу…, то то %%%
538	6u9cNKUM2qs	00:27:44	ОН	Не так? Трохи маси?
541	6u9cNKUM2qs	00:27:46	ВС	То про, то просто, то просто мені в чат пародії. Ну, то це суто прикалувались
544	6u9cNKUM2qs	00:27:50	ОН	А-а-а, я ду…
547	6u9cNKUM2qs	00:27:50	ВС	Це, це, це не в формі було
550	6u9cNKUM2qs	00:27:52	ОН	Думав, це серйозно
553	6u9cNKUM2qs	00:27:53	ВС	Нє, це… А серйозно – то, шо постійно, насправді, вспливає, типу: «А чи можна взяти Байрактар і на нього повісити Стінгера? Або не Байрактар, а Лелеку чи шось таке, а на нього повісити Стінгера або Джавелін, щоб  побить русню, або зробить ППО?»
556	6u9cNKUM2qs	00:28:12	ПА	Так, и, якшо ми говорим про Байрактар, у нього ж свої засоби враження є. «Лелека», в принципі, для цього не пристосована. Але, канєшно, можна
559	6u9cNKUM2qs	00:28:22	ОН	Нє, я думаю, це вважається, тіпу, зробити на дроні антидронівську або анти…, ну, типу, протиповітряну якусь оборону, типу, там, не знаю… Шось привісити, короче, туди. 
562	6u9cNKUM2qs	00:28:36	ПА	Воно не буде працювати. Але я можу вам розказати афігєнний рецепт ППО…
565	6u9cNKUM2qs	00:28:43	ОН	Нарешті
